input_file,output_file,original_sr,intermediate_sr,bit_depth,final_sr,original_samples,final_samples,processing,processing_date,status
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_008.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_008.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_021.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_021.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_131.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_131.wav,48000,24000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_137.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_137.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_154.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_154.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_177.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_177.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_180.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_180.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_195.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_195.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_263.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_263.wav,48000,16000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_287.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_287.wav,48000,16000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_301.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_301.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p237_350.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p237_350.wav,48000,8000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:30,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_090.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_090.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_140.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_140.wav,48000,24000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_144.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_144.wav,48000,32000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_171.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_171.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_196.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_196.wav,48000,24000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_248.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_248.wav,48000,8000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_297.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_297.wav,48000,32000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_312.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_312.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_327.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_327.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p241_328.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p241_328.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_013.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_013.wav,48000,24000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_081.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_081.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_110.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_110.wav,48000,24000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_114.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_114.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_231.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_231.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_241.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_241.wav,48000,24000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_267.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_267.wav,48000,32000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_281.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_281.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_303.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_303.wav,48000,24000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_320.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_320.wav,48000,32000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p249_339.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p249_339.wav,48000,32000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_059.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_059.wav,48000,32000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_120.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_120.wav,48000,24000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_218.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_218.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_241.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_241.wav,48000,16000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_243.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_243.wav,48000,32000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_247.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_247.wav,48000,16000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:31,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_248.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_248.wav,48000,24000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_258.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_258.wav,48000,8000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p251_296.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p251_296.wav,48000,16000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_028.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_028.wav,48000,8000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_029.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_029.wav,48000,16000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_060.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_060.wav,48000,24000,14,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_066.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_066.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_106.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_106.wav,48000,8000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_107.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_107.wav,48000,16000,13,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_119.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_119.wav,48000,32000,10,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_130.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_130.wav,48000,16000,11,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_195.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_195.wav,48000,8000,12,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
/data/meeami/Umasubhashini/VCTK_SELECTED_CORPUS/260_all_distortions_vctk/Resampling_VCTK_NISQA_WISE_FILTERED_FINALISED_targets_for_all_distortions/bitcrush/p255_205.wav,/data/meeami/Umasubhashini/BITCRUSH_NEW_WITH_ALL_SAMPLING_RATES/VCTK/VCTK_INS/p255_205.wav,48000,32000,15,48000,480000,480000,resample_bitcrush_upsample,2026-09-15 07:12:32,success
