filename,subfolder,processor_order,bitcrush_bit_depth,bitcrush_original_sr,bitcrush_processing_date,Resampling_target_rate,Resampling_processing_time,filters_filter_type,filters_low_cutoff,filters_high_cutoff,filters_order,filters_processing_date,only_codec_codec,only_codec_opus_bitrate,only_codec_mp3_bitrate,only_codec_aac_bitrate,only_codec_gsm_bitrate,only_codec_bitrate,only_codec_highpass_filter,error
p326_014.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p284_291.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
p299_128.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p284_032.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p264_171.wav,only_codec,,,,,,,,,,,,MP3,,24k,,,,,
p295_017.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
p364_150.wav,only_codec,,,,,,,,,,,,AAC,,,40k,,,,
p285_122.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p323_366.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p264_279.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p333_176.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p335_224.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p299_270.wav,only_codec,,,,,,,,,,,,AAC,,,32k,,,,
p305_130.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
p323_269.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
p302_291.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
p347_229.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p275_336.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
p335_215.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
p264_011.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
p312_115.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p285_118.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
p364_233.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p347_295.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p335_399.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
p316_170.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p363_084.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p333_190.wav,only_codec,,,,,,,,,,,,AAC,,,24k,,,,
p341_293.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p341_384.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p333_253.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
p361_225.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p363_123.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p341_352.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p302_127.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p323_263.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
p284_069.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p316_177.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p364_245.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p363_019.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p347_087.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p284_157.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p341_390.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p333_102.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
p272_018.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p333_316.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
p284_367.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
p272_014.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p363_140.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
p301_207.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p326_247.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p255_107.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
p301_077.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
p341_024.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
p301_254.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p284_234.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p335_069.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
p302_085.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
p264_196.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p295_007.wav,only_codec,,,,,,,,,,,,AAC,,,24k,,,,
p255_195.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
p264_178.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p323_019.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p335_375.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
p336_007.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
p341_266.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
p341_006.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p363_103.wav,only_codec,,,,,,,,,,,,MP3,,16k,,,,,
p264_104.wav,only_codec,,,,,,,,,,,,MP3,,24k,,,,,
p361_229.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
p295_199.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p364_035.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p323_264.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p299_253.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
p361_246.wav,only_codec,,,,,,,,,,,,OPUS,64k,,,,,,
p335_395.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p285_187.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p275_405.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p323_023.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p301_391.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p275_294.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p285_114.wav,only_codec,,,,,,,,,,,,AAC,,,32k,,,,
p323_191.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
p255_268.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p361_092.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p335_157.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p361_150.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p272_120.wav,only_codec,,,,,,,,,,,,MP3,,64k,,,,,
p316_352.wav,only_codec,,,,,,,,,,,,OPUS,5k,,,,,,
p341_044.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p264_421.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p302_187.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
p336_120.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p323_411.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p272_160.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
p275_143.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p255_130.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p361_387.wav,only_codec,,,,,,,,,,,,MP3,,8k,,,,,
p333_188.wav,only_codec,,,,,,,,,,,,GSM,,,,13.2k,,,
p284_079.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
p275_166.wav,only_codec,,,,,,,,,,,,AAC,,,64k,,,,
p316_272.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p285_214.wav,only_codec,,,,,,,,,,,,AAC,,,32k,,,,
p264_046.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
p326_122.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p361_404.wav,only_codec,,,,,,,,,,,,AAC,,,8k,,,,
p335_307.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p275_295.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p363_027.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
p364_185.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p316_165.wav,only_codec,,,,,,,,,,,,MP3,,48k,,,,,
p361_155.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
p302_251.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p255_205.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p361_403.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p323_356.wav,only_codec,,,,,,,,,,,,MP3,,32k,,,,,
p323_135.wav,only_codec,,,,,,,,,,,,GSM,,,,13k,,,
p284_269.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p335_123.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p316_115.wav,only_codec,,,,,,,,,,,,MP3,,40k,,,,,
p305_242.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
p264_347.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p361_239.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p305_012.wav,only_codec,,,,,,,,,,,,OPUS,8k,,,,,,
p272_274.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p295_175.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p361_347.wav,only_codec,,,,,,,,,,,,OPUS,16k,,,,,,
p305_117.wav,only_codec,,,,,,,,,,,,ALAW,,,,,64k,"{'cutoff_freq': 20, 'order': 2}",
p305_181.wav,only_codec,,,,,,,,,,,,AAC,,,12k,,,,
p341_132.wav,only_codec,,,,,,,,,,,,MULAW,,,,,64k,,
p284_160.wav,only_codec,,,,,,,,,,,,OPUS,32k,,,,,,
p302_198.wav,only_codec,,,,,,,,,,,,AAC,,,48k,,,,
p341_327.wav,only_codec,,,,,,,,,,,,OPUS,24k,,,,,,
